iter	Logloss
170	0.4387798811
171	0.4381844388
172	0.4380858017
173	0.4380622932
174	0.4369362271
175	0.4367535006
176	0.4349858974
177	0.4349857977
178	0.4340576125
179	0.4329557232
180	0.4329458885
181	0.4321402082
182	0.4321367555
183	0.4316951553
184	0.430335929
185	0.4301822796
186	0.4289453843
187	0.4278268475
188	0.4276088878
189	0.4275016856
190	0.4251400524
191	0.4250501846
192	0.422000113
193	0.4219785916
194	0.4219772808
195	0.4219760979
196	0.4194063369
197	0.4192407113
198	0.4192224044
199	0.4156721538
200	0.4156462318
201	0.4156221252
202	0.415006485
203	0.4149726836
204	0.4145509362
205	0.4127797154
206	0.4127786125
207	0.4121762626
208	0.4121100054
209	0.4091192847
210	0.4090445621
211	0.4083069437
212	0.4083058104
213	0.4081974537
214	0.408137063
215	0.4069261472
216	0.4057879383
217	0.4041457659
218	0.4040771562
219	0.4026192503
220	0.3996608546
221	0.398429548
222	0.3981824362
223	0.3949970524
224	0.3932436689
225	0.3914802944
226	0.3901427747
227	0.38903215
228	0.3871069755
229	0.387065193
230	0.3869359517
231	0.3858896457
232	0.383530806
233	0.3821937467
234	0.3801454785
235	0.3789540816
236	0.3789113924
237	0.3775855255
238	0.3768439159
239	0.3753621035
240	0.374300344
241	0.3736737979
242	0.3727139472
243	0.3708171288
244	0.370758651
245	0.3680428644
246	0.366512875
247	0.3649068686
248	0.3615877608
249	0.3601737272
250	0.3576850283
251	0.3564625843
252	0.3528611867
253	0.3510892861
254	0.348673934
255	0.3460905651
256	0.3408969027
257	0.3381256077
258	0.3351320953
259	0.3327390492
260	0.3313670404
261	0.3281598882
262	0.3263737786
263	0.3231991399
264	0.3203972309
265	0.3173659761
266	0.3161107399
267	0.3131231759
268	0.3115827248
269	0.3101155203
270	0.309302891
271	0.3081581559
272	0.3070236111
273	0.3047141864
274	0.3027881467
275	0.3005613503
276	0.298985696
277	0.2976714803
278	0.2957543354
279	0.293771794
280	0.291194893
281	0.2887280166
282	0.28647744
283	0.2847194212
284	0.2826079058
285	0.2805691677
286	0.2793371535
287	0.2776863667
288	0.2767181762
289	0.27429781
290	0.2733053466
291	0.271447234
292	0.2697683374
293	0.2687956883
294	0.2667447241
295	0.2643797384
296	0.2628635849
297	0.2613296681
298	0.2603054838
299	0.2593058455
300	0.2576840383
301	0.2560055796
302	0.2546368002
303	0.2526781068
304	0.251570473
305	0.2502326336
306	0.2480529115
307	0.2470852287
308	0.2461807963
309	0.245302442
310	0.2443277934
311	0.2426832475
312	0.2405235143
313	0.2393337026
314	0.2385745789
315	0.237289011
316	0.2350793464
317	0.2341224565
318	0.2331529707
319	0.2310202433
320	0.2292854175
321	0.2284638165
322	0.2266721448
323	0.2249191804
324	0.2240594411
325	0.2233565501
326	0.2221510206
327	0.2203197725
328	0.21959135
329	0.218162689
330	0.2170960916
331	0.2157580189
332	0.2149095471
333	0.2135468072
334	0.213058677
335	0.2124541479
336	0.2115204414
337	0.2100782756
338	0.2087318311
339	0.2079474759
340	0.206431335
341	0.2055253195
342	0.2040955695
343	0.2030775872
344	0.2020549589
345	0.2011701647
346	0.2006186421
347	0.1994398115
348	0.1985157729
349	0.1978731674
350	0.1971478564
351	0.1962091891
352	0.1956686122
353	0.1949476634
354	0.1932869755
355	0.1924124264
356	0.1911230557
357	0.1903191914
358	0.1891326509
359	0.188224497
360	0.1873137308
361	0.1867647252
362	0.1859937696
363	0.1851191757
364	0.1842353998
365	0.1831267382
366	0.1823558195
367	0.181094355
368	0.1803038197
369	0.1794037154
370	0.1786775132
371	0.1776946845
372	0.1769508667
373	0.1765002894
374	0.1758243795
375	0.1751796944
376	0.174133176
377	0.1735300494
378	0.1728789585
379	0.17208219
380	0.1708611036
381	0.1700235483
382	0.1690462975
383	0.1681173948
384	0.1676016202
385	0.1665306486
386	0.1660331516
387	0.1655516144
388	0.1649167514
389	0.164298466
390	0.1636570445
391	0.1632113833
392	0.1624206666
393	0.1616618184
394	0.1611582965
395	0.1607512532
396	0.1601881648
397	0.1598375212
398	0.1593364372
399	0.1585091516
400	0.1576026989
401	0.1568470995
402	0.1563553152
403	0.1556526762
404	0.1550009913
405	0.1542342866
406	0.1534226283
407	0.1522745948
408	0.1517977494
409	0.151138152
410	0.1504757735
411	0.1500609635
412	0.1494880037
413	0.1487568735
414	0.148103749
415	0.1473509536
416	0.1463584165
417	0.1459102639
418	0.1455140235
419	0.1447023184
420	0.1440625312
421	0.1436616496
422	0.1425029244
423	0.1419423619
424	0.1416578433
425	0.1410843024
426	0.1405496785
427	0.1399722218
428	0.1394828332
429	0.1389066297
430	0.1383966892
431	0.1379788331
432	0.1374016832
433	0.1370410459
434	0.1363853929
435	0.1360867257
436	0.1355296299
437	0.1350676738
438	0.1345351625
439	0.1339965962
440	0.1336483364
441	0.1333948514
442	0.1327188947
443	0.1320994126
444	0.1317421437
445	0.1312058542
446	0.1309816961
447	0.1305950782
448	0.130149302
449	0.129791889
450	0.1292662784
451	0.1289984279
452	0.1285697358
453	0.1277721657
454	0.127300391
455	0.1270410191
456	0.1266744611
457	0.126292439
458	0.1258476915
459	0.1252417695
460	0.1247253623
461	0.1244503226
462	0.1239310266
463	0.1232158588
464	0.1227864102
465	0.1222376435
466	0.1220221746
467	0.1214888219
468	0.1212110613
469	0.1207153089
470	0.1201041811
471	0.1198016499
472	0.1195485969
473	0.1194033329
474	0.118993769
475	0.1184389668
476	0.118227698
477	0.1176036666
478	0.1171857516
479	0.1168839152
480	0.1164032293
481	0.1159967129
482	0.1156211468
483	0.1153373831
484	0.1148832024
485	0.1145682048
486	0.1143144423
487	0.1138717921
488	0.1133662291
489	0.1130018402
490	0.1124869949
491	0.1119511143
492	0.1114108755
493	0.1109621972
494	0.1106635619
495	0.1101739723
496	0.1098199742
497	0.109572144
498	0.1091316696
499	0.108831553
500	0.1087048542
501	0.1084540491
502	0.1082637766
503	0.1078777352
504	0.1075679548
505	0.1073130994
506	0.1070220168
507	0.1064126921
508	0.1061491667
509	0.1059810702
510	0.1058715306
511	0.1056493236
512	0.1053003131
513	0.1050044298
514	0.1048989946
515	0.1044255419
516	0.1042863205
517	0.1039732867
518	0.1034061567
519	0.1029138061
520	0.1026386881
521	0.1022220628
522	0.101822265
523	0.1015582734
524	0.1011389223
525	0.1010675831
526	0.1005863884
527	0.1002107717
528	0.09987428706
529	0.09961662076
530	0.09938101892
531	0.09919107574
532	0.09899958654
533	0.09859108958
534	0.09813213636
535	0.09770310055
536	0.09740647219
537	0.09692262229
538	0.09656843533
539	0.09629492614
540	0.09607641277
541	0.09587481326
542	0.0955203584
543	0.09506927674
544	0.09479450009
545	0.0943999235
546	0.09406475765
547	0.09373532914
548	0.0934343393
549	0.09319602468
550	0.09285610682
551	0.09255545647
552	0.09213888759
553	0.09176811432
554	0.09144719328
555	0.09119233665
556	0.09094074684
557	0.09063319015
558	0.09036293835
559	0.0901139035
560	0.08981725203
561	0.0896283899
562	0.08909948655
563	0.08893742365
564	0.08876535946
565	0.08833632652
566	0.08795407595
567	0.08760138878
568	0.08716645911
569	0.0868876596
570	0.08659825999
571	0.08636764576
572	0.08607120628
573	0.08585500744
574	0.0856021721
575	0.08500162777
576	0.08475063425
577	0.08453590058
578	0.08417008743
579	0.08386093609
580	0.08334482086
581	0.0831025056
582	0.08296632344
583	0.08245277386
584	0.08217221475
585	0.08184507038
586	0.08152841232
587	0.08123435396
588	0.08090767915
589	0.08072586043
590	0.08059793554
591	0.08034256282
592	0.08008267601
593	0.07976770215
594	0.07951668467
595	0.07926163888
596	0.0789804963
597	0.07889354919
598	0.07850933675
599	0.0782932667
600	0.07805483715
601	0.07790890801
602	0.07766207922
603	0.07742187283
604	0.07718275747
605	0.07675198094
606	0.07659688401
607	0.07641950487
608	0.07624307483
609	0.07610912286
610	0.07570972384
611	0.07539042628
612	0.07517399462
613	0.07492722941
614	0.07467700944
615	0.07447521144
616	0.07440921169
617	0.07426052086
618	0.07406637964
619	0.07395672581
620	0.07360256564
621	0.07349111604
622	0.07327805317
623	0.07317309804
624	0.0727264342
625	0.07239295371
626	0.0721802518
627	0.07185102993
628	0.07153107819
629	0.07136591389
630	0.07096199488
631	0.070658199
632	0.07051196148
633	0.07030079611
634	0.07025876827
635	0.06999090413
636	0.06949808604
637	0.0691418697
638	0.06880327894
639	0.06842578554
640	0.06810844868
641	0.06792080933
642	0.06778420198
643	0.06761802231
644	0.06731201459
645	0.06705168832
646	0.06687842281
647	0.06665854445
648	0.06647082973
649	0.06640182153
650	0.06624736325
651	0.06600073699
652	0.06569550682
653	0.06550529537
654	0.06538704453
655	0.06516538331
656	0.06492208283
657	0.06463549789
658	0.06432058168
659	0.06409348171
660	0.06393606137
661	0.06374465338
662	0.06356676071
663	0.06339132876
664	0.06317123705
665	0.06295767072
666	0.06273190052
667	0.06250610218
668	0.06238554556
669	0.06221118836
670	0.06210189357
671	0.06186155276
672	0.06175960369
673	0.06166336363
674	0.06138884014
675	0.06132919986
676	0.06100580519
677	0.06082487666
678	0.06070881046
679	0.06051098016
680	0.06018164808
681	0.05996949042
682	0.05979194877
683	0.05973594616
684	0.05948900138
685	0.0592808482
686	0.05914401987
687	0.05898686282
688	0.05860663113
689	0.05846194123
690	0.05841782695
691	0.05820196049
692	0.05808057631
693	0.05790869082
694	0.05775986794
695	0.05756547149
696	0.05728964281
697	0.05704191125
698	0.05688331924
699	0.05671531276
700	0.05651780347
701	0.05643351064
702	0.05637591181
703	0.05616219903
704	0.05569245894
705	0.05563556927
706	0.05546853855
707	0.05529216215
708	0.05514178453
709	0.05491676042
710	0.05473648031
711	0.05468553898
712	0.05443502899
713	0.05419019408
714	0.05411357937
715	0.05396449382
716	0.05386059229
717	0.05368778224
718	0.05352001735
719	0.05333747172
720	0.05327601084
721	0.05319428299
722	0.05306594447
723	0.05276830736
724	0.05264771395
725	0.05244766083
726	0.05239899063
727	0.05233601045
728	0.05222741995
729	0.0521512279
730	0.05203353776
731	0.05186461616
732	0.05182598838
733	0.0516668285
734	0.05157295249
735	0.05143558324
736	0.05124715994
737	0.05107745204
738	0.05090875309
739	0.05073012089
740	0.05062054253
741	0.05057664664
742	0.05040323041
743	0.05024630507
744	0.05009390249
745	0.04993074581
746	0.04973004347
747	0.04967710029
748	0.04949996529
749	0.04935823696
750	0.0491934253
751	0.04908784992
752	0.04902436701
753	0.04893890865
754	0.0488278091
755	0.04869112413
756	0.04847821159
757	0.04842304781
758	0.0483114219
759	0.0482154885
760	0.0481134124
761	0.04801233964
762	0.04789516357
763	0.04775805573
764	0.04765095082
765	0.04752872746
766	0.04737478523
767	0.04724720124
768	0.04717606237
769	0.04709212551
770	0.04696238235
771	0.04682751982
772	0.04665433467
773	0.04650688942
774	0.0464821774
775	0.04636743835
776	0.04618564435
777	0.04608104696
778	0.04591697444
779	0.04580321746
780	0.04574539281
781	0.04567236565
782	0.04549213784
783	0.04544998933
784	0.04526568953
785	0.04521502858
786	0.04514843249
787	0.04504999755
788	0.04496640348
789	0.04486854791
790	0.04478984598
791	0.04466016407
792	0.04456901976
793	0.04440206052
794	0.04419855868
795	0.0441779358
796	0.04408488962
797	0.04394432038
798	0.0438988825
799	0.04368970812
800	0.04359194687
801	0.04351150587
802	0.0433753627
803	0.04327194591
804	0.043188166
805	0.04298991666
806	0.04293827045
807	0.04281356579
808	0.04268945018
809	0.04264342047
810	0.04241275877
811	0.04232056405
812	0.04226312885
813	0.04206609178
814	0.04203881454
815	0.0419601403
816	0.04174779511
817	0.04170948576
818	0.04162370744
819	0.04147580147
820	0.04128134516
821	0.04116754923
822	0.04109324407
823	0.04088756518
824	0.04076961255
825	0.04072396683
826	0.04068086825
827	0.0406144795
828	0.04054322172
829	0.04046463638
830	0.04039868567
831	0.04035123798
832	0.04026663573
833	0.04012923698
834	0.04003638524
835	0.03988494739
836	0.03978924027
837	0.03974332794
838	0.03964343438
839	0.03959578356
840	0.03949637719
841	0.03941278621
842	0.03939731649
843	0.03928880298
844	0.03920533267
845	0.03915524635
846	0.03904501166
847	0.03897555679
848	0.03889073045
849	0.0387610254
850	0.03865250858
851	0.03843559569
852	0.03831970574
853	0.03804256161
854	0.03789933669
855	0.0378123003
856	0.03774444197
857	0.03766509603
858	0.03762162457
859	0.03755733776
860	0.03747142138
861	0.03729849248
862	0.03727186299
863	0.03723124147
864	0.03707270326
865	0.03699289377
866	0.03689704361
867	0.03688576637
868	0.03683347807
869	0.03670262555
870	0.03669623824
871	0.03665510345
872	0.03658764683
873	0.03645263706
874	0.03638229289
875	0.03636543413
876	0.03631443652
877	0.0361847898
878	0.03612394957
879	0.03602005259
880	0.03587390888
881	0.0357080312
882	0.03566135275
883	0.03557658301
884	0.03544568002
885	0.03540949444
886	0.03536141184
887	0.03528533049
888	0.03525906238
889	0.03515833747
890	0.03511273411
891	0.03504231505
892	0.03492497907
893	0.0348475345
894	0.03479951343
895	0.03460464575
896	0.03458119226
897	0.03450253061
898	0.03440047084
899	0.03436546445
900	0.03428013198
901	0.0342118821
902	0.03409474643
903	0.03405528588
904	0.03394785701
905	0.03381540554
906	0.03376716343
907	0.03367174217
908	0.03354566939
909	0.03350434235
910	0.03338605066
911	0.03326908071
912	0.03322400703
913	0.03316644957
914	0.03312262703
915	0.03309846074
916	0.03306522234
917	0.03298077168
918	0.03289814861
919	0.03281118519
920	0.0326842903
921	0.03259116062
922	0.03250250394
923	0.03244132311
924	0.03236907007
925	0.03230129299
926	0.03226444849
927	0.03220692585
928	0.03214415186
929	0.03194826795
930	0.03184457298
931	0.03183806489
932	0.03177794551
933	0.03171911925
934	0.03165295317
935	0.03158374291
936	0.03146161253
937	0.0313423877
938	0.03125260632
939	0.03116967885
940	0.03113324578
941	0.03109132695
942	0.0310552671
943	0.03100892659
944	0.03096641358
945	0.03092230402
946	0.0308843739
947	0.03070417088
948	0.03068181188
949	0.0306502975
950	0.03063691605
951	0.03056338473
952	0.03047404949
953	0.03042835297
954	0.03034754872
955	0.03025823803
956	0.03019790024
957	0.0301830238
958	0.03016323995
959	0.03007442715
960	0.02998495217
961	0.02996515884
962	0.02984264817
963	0.02980443487
964	0.02978726684
965	0.02964423115
966	0.0295288366
967	0.02945417189
968	0.0293858081
969	0.02935318597
970	0.02928143298
971	0.02920263174
972	0.02916802187
973	0.0290835592
974	0.02894364974
975	0.02887783543
976	0.02879746
977	0.02878560281
978	0.02873233693
979	0.02862854365
980	0.02860908382
981	0.02854201245
982	0.02844633547
983	0.02838744873
984	0.02835453782
985	0.02826837366
986	0.02823774927
987	0.02816646937
988	0.02814576138
989	0.02803535574
990	0.02797246766
991	0.02792483138
992	0.02787632806
993	0.02781933432
994	0.02779316667
995	0.02772500193
996	0.02769809547
997	0.0276282979
998	0.02753485322
999	0.02744818428
